shaft,d,E,L,Phi,lam,n_elem,integration_method,rw_numeric,rw_theory,abs_err,rel_err
shaft_B_alu_d55,55.0,71000.0,1488.0822916225427,0.00306681675456127,31.276396757837425,1,single_point,0.7507667041887068,0.7507667041886403,6.650235917504688e-14,8.857926011372136e-14
shaft_B_alu_d55,55.0,71000.0,1488.0822916225427,0.00306681675456127,31.276396757837425,1,exact,0.0030597842980621447,0.0030597842980621434,1.3010426069826053e-18,4.252072957582651e-16
shaft_B_alu_d55,55.0,71000.0,1488.0822916225427,0.00306681675456127,31.276396757837425,2,single_point,0.9382667041886308,0.9382667041886403,9.547918011776346e-15,1.0176123664148184e-14
shaft_B_alu_d55,55.0,71000.0,1488.0822916225427,0.00306681675456127,31.276396757837425,2,exact,0.012127896241684791,0.012127896241684817,2.6020852139652106e-17,2.1455371666370117e-15
shaft_B_alu_d55,55.0,71000.0,1118.7583668387208,0.005425866846537448,23.513975506855626,1,single_point,0.7513564667116446,0.7513564667116344,1.021405182655144e-14,1.3594149087787816e-14
shaft_B_alu_d55,55.0,71000.0,1118.7583668387208,0.005425866846537448,23.513975506855626,1,exact,0.005403905979997861,0.00540390597999786,8.673617379884035e-19,1.6050644500457186e-16
shaft_B_alu_d55,55.0,71000.0,1118.7583668387208,0.005425866846537448,23.513975506855626,2,single_point,0.9388564667115662,0.9388564667116344,6.816769371198461e-14,7.260715149648324e-14
shaft_B_alu_d55,55.0,71000.0,1118.7583668387208,0.005425866846537448,23.513975506855626,2,exact,0.021271247588878193,0.02127124758887821,1.734723475976807e-17,8.155250267895979e-16
shaft_B_alu_d55,55.0,71000.0,841.0961479871704,0.00959954030268295,17.67809279368013,1,single_point,0.7523998850757035,0.7523998850756707,3.2862601528904634e-14,4.367704219625122e-14
shaft_B_alu_d55,55.0,71000.0,841.0961479871704,0.00959954030268295,17.67809279368013,1,exact,0.0095310840705254,0.009531084070525392,8.673617379884035e-18,9.100347154325238e-16
shaft_B_alu_d55,55.0,71000.0,841.0961479871704,0.00959954030268295,17.67809279368013,2,single_point,0.9398998850755835,0.9398998850756707,8.715250743307479e-14,9.272530917062321e-14
shaft_B_alu_d55,55.0,71000.0,841.0961479871704,0.00959954030268295,17.67809279368013,2,exact,0.037067007456828005,0.037067007456827956,4.85722573273506e-17,1.310390578034195e-15
shaft_B_alu_d55,55.0,71000.0,632.3463145646714,0.016983677747573405,13.290605186300791,1,single_point,0.7542459194368989,0.7542459194368933,5.551115123125783e-15,7.359821220206464e-15
shaft_B_alu_d55,55.0,71000.0,632.3463145646714,0.016983677747573405,13.290605186300791,1,exact,0.016770956553410085,0.01677095655341009,3.469446951953614e-18,2.068723355703978e-16
shaft_B_alu_d55,55.0,71000.0,632.3463145646714,0.016983677747573405,13.290605186300791,2,single_point,0.9417459194368608,0.9417459194368933,3.2529534621517087e-14,3.454173142684575e-14
shaft_B_alu_d55,55.0,71000.0,632.3463145646714,0.016983677747573405,13.290605186300791,2,exact,0.0638832651453607,0.06388326514536066,4.163336342344337e-17,6.517100108879903e-16
shaft_B_alu_d55,55.0,71000.0,475.4056507100084,0.030047825285217388,9.99203863672861,1,single_point,0.7575119563212948,0.7575119563213043,9.547918011776346e-15,1.2604313281263281e-14
